,imsi,Outlet_Type,Outlet_Location_Type
5248,OUT01,Supermarket Type2,Tier 3
5251,OUT01,Supermarket Type2,Tier 3
5253,OUT01,Supermarket Type2,Tier 3
5266,OUT01,Supermarket Type2,Tier 3
5281,OUT01,Supermarket Type2,Tier 3
5283,OUT01,Supermarket Type2,Tier 3
5318,OUT01,Supermarket Type2,Tier 3
5334,OUT01,Supermarket Type2,Tier 3
5361,OUT01,Supermarket Type2,Tier 3
5365,OUT01,Supermarket Type2,Tier 3
5377,OUT01,Supermarket Type2,Tier 3
5389,OUT01,Supermarket Type2,Tier 3
5392,OUT01,Supermarket Type2,Tier 3
5402,OUT01,Supermarket Type2,Tier 3
5404,OUT01,Supermarket Type2,Tier 3
5413,OUT01,Supermarket Type2,Tier 3
5415,OUT01,Supermarket Type2,Tier 3
5416,OUT01,Supermarket Type2,Tier 3
5439,OUT01,Supermarket Type2,Tier 3
5443,OUT01,Supermarket Type2,Tier 3
5449,OUT01,Supermarket Type2,Tier 3
5456,OUT01,Supermarket Type2,Tier 3
5457,OUT01,Supermarket Type2,Tier 3
5476,OUT01,Supermarket Type2,Tier 3
5481,OUT01,Supermarket Type2,Tier 3
5487,OUT01,Supermarket Type2,Tier 3
5491,OUT01,Supermarket Type2,Tier 3
5494,OUT01,Supermarket Type2,Tier 3
5504,OUT01,Supermarket Type2,Tier 3
5506,OUT01,Supermarket Type2,Tier 3
5510,OUT01,Supermarket Type2,Tier 3
5513,OUT01,Supermarket Type2,Tier 3
5518,OUT01,Supermarket Type2,Tier 3
5521,OUT01,Supermarket Type2,Tier 3
5529,OUT01,Supermarket Type2,Tier 3
5530,OUT01,Supermarket Type2,Tier 3
5535,OUT01,Supermarket Type2,Tier 3
5539,OUT01,Supermarket Type2,Tier 3
5561,OUT01,Supermarket Type2,Tier 3
5564,OUT01,Supermarket Type2,Tier 3
5569,OUT01,Supermarket Type2,Tier 3
5585,OUT01,Supermarket Type2,Tier 3
5589,OUT01,Supermarket Type2,Tier 3
5590,OUT01,Supermarket Type2,Tier 3
5597,OUT01,Supermarket Type2,Tier 3
5599,OUT01,Supermarket Type2,Tier 3
5606,OUT01,Supermarket Type2,Tier 3
5611,OUT01,Supermarket Type2,Tier 3
5612,OUT01,Supermarket Type2,Tier 3
5616,OUT01,Supermarket Type2,Tier 3
5617,OUT01,Supermarket Type2,Tier 3
5622,OUT01,Supermarket Type2,Tier 3
5623,OUT01,Supermarket Type2,Tier 3
5630,OUT01,Supermarket Type2,Tier 3
5632,OUT01,Supermarket Type2,Tier 3
5636,OUT01,Supermarket Type2,Tier 3
5663,OUT01,Supermarket Type2,Tier 3
5664,OUT01,Supermarket Type2,Tier 3
5673,OUT01,Supermarket Type2,Tier 3
5677,OUT01,Supermarket Type2,Tier 3
7,OUT02,Supermarket Type3,Tier 3
18,OUT02,Supermarket Type3,Tier 3
21,OUT02,Supermarket Type3,Tier 3
36,OUT02,Supermarket Type3,Tier 3
38,OUT02,Supermarket Type3,Tier 3
39,OUT02,Supermarket Type3,Tier 3
62,OUT02,Supermarket Type3,Tier 3
64,OUT02,Supermarket Type3,Tier 3
84,OUT02,Supermarket Type3,Tier 3
87,OUT02,Supermarket Type3,Tier 3
98,OUT02,Supermarket Type3,Tier 3
101,OUT02,Supermarket Type3,Tier 3
113,OUT02,Supermarket Type3,Tier 3
130,OUT02,Supermarket Type3,Tier 3
132,OUT02,Supermarket Type3,Tier 3
136,OUT02,Supermarket Type3,Tier 3
153,OUT02,Supermarket Type3,Tier 3
161,OUT02,Supermarket Type3,Tier 3
168,OUT02,Supermarket Type3,Tier 3
180,OUT02,Supermarket Type3,Tier 3
184,OUT02,Supermarket Type3,Tier 3
194,OUT02,Supermarket Type3,Tier 3
198,OUT02,Supermarket Type3,Tier 3
199,OUT02,Supermarket Type3,Tier 3
203,OUT02,Supermarket Type3,Tier 3
229,OUT02,Supermarket Type3,Tier 3
230,OUT02,Supermarket Type3,Tier 3
231,OUT02,Supermarket Type3,Tier 3
235,OUT02,Supermarket Type3,Tier 3
238,OUT02,Supermarket Type3,Tier 3
239,OUT02,Supermarket Type3,Tier 3
275,OUT02,Supermarket Type3,Tier 3
279,OUT02,Supermarket Type3,Tier 3
282,OUT02,Supermarket Type3,Tier 3
291,OUT02,Supermarket Type3,Tier 3
294,OUT02,Supermarket Type3,Tier 3
300,OUT02,Supermarket Type3,Tier 3
313,OUT02,Supermarket Type3,Tier 3
319,OUT02,Supermarket Type3,Tier 3
320,OUT02,Supermarket Type3,Tier 3
328,OUT02,Supermarket Type3,Tier 3
331,OUT02,Supermarket Type3,Tier 3
333,OUT02,Supermarket Type3,Tier 3
335,OUT02,Supermarket Type3,Tier 3
340,OUT02,Supermarket Type3,Tier 3
357,OUT02,Supermarket Type3,Tier 3
359,OUT02,Supermarket Type3,Tier 3
370,OUT02,Supermarket Type3,Tier 3
380,OUT02,Supermarket Type3,Tier 3
381,OUT02,Supermarket Type3,Tier 3
388,OUT02,Supermarket Type3,Tier 3
400,OUT02,Supermarket Type3,Tier 3
404,OUT02,Supermarket Type3,Tier 3
409,OUT02,Supermarket Type3,Tier 3
449,OUT02,Supermarket Type3,Tier 3
456,OUT02,Supermarket Type3,Tier 3
458,OUT02,Supermarket Type3,Tier 3
472,OUT02,Supermarket Type3,Tier 3
485,OUT02,Supermarket Type3,Tier 3
491,OUT02,Supermarket Type3,Tier 3
497,OUT02,Supermarket Type3,Tier 3
504,OUT02,Supermarket Type3,Tier 3
518,OUT02,Supermarket Type3,Tier 3
519,OUT02,Supermarket Type3,Tier 3
537,OUT02,Supermarket Type3,Tier 3
542,OUT02,Supermarket Type3,Tier 3
556,OUT02,Supermarket Type3,Tier 3
557,OUT02,Supermarket Type3,Tier 3
588,OUT02,Supermarket Type3,Tier 3
598,OUT02,Supermarket Type3,Tier 3
610,OUT02,Supermarket Type3,Tier 3
628,OUT02,Supermarket Type3,Tier 3
630,OUT02,Supermarket Type3,Tier 3
635,OUT02,Supermarket Type3,Tier 3
640,OUT02,Supermarket Type3,Tier 3
661,OUT02,Supermarket Type3,Tier 3
669,OUT02,Supermarket Type3,Tier 3
685,OUT02,Supermarket Type3,Tier 3
692,OUT02,Supermarket Type3,Tier 3
694,OUT02,Supermarket Type3,Tier 3
695,OUT02,Supermarket Type3,Tier 3
700,OUT02,Supermarket Type3,Tier 3
721,OUT02,Supermarket Type3,Tier 3
723,OUT02,Supermarket Type3,Tier 3
725,OUT02,Supermarket Type3,Tier 3
726,OUT02,Supermarket Type3,Tier 3
739,OUT02,Supermarket Type3,Tier 3
752,OUT02,Supermarket Type3,Tier 3
758,OUT02,Supermarket Type3,Tier 3
770,OUT02,Supermarket Type3,Tier 3
771,OUT02,Supermarket Type3,Tier 3
774,OUT02,Supermarket Type3,Tier 3
775,OUT02,Supermarket Type3,Tier 3
783,OUT02,Supermarket Type3,Tier 3
793,OUT02,Supermarket Type3,Tier 3
795,OUT02,Supermarket Type3,Tier 3
803,OUT02,Supermarket Type3,Tier 3
805,OUT02,Supermarket Type3,Tier 3
809,OUT02,Supermarket Type3,Tier 3
811,OUT02,Supermarket Type3,Tier 3
817,OUT02,Supermarket Type3,Tier 3
824,OUT02,Supermarket Type3,Tier 3
830,OUT02,Supermarket Type3,Tier 3
832,OUT02,Supermarket Type3,Tier 3
837,OUT02,Supermarket Type3,Tier 3
844,OUT02,Supermarket Type3,Tier 3
853,OUT02,Supermarket Type3,Tier 3
857,OUT02,Supermarket Type3,Tier 3
867,OUT02,Supermarket Type3,Tier 3
876,OUT02,Supermarket Type3,Tier 3
884,OUT02,Supermarket Type3,Tier 3
892,OUT02,Supermarket Type3,Tier 3
897,OUT02,Supermarket Type3,Tier 3
927,OUT02,Supermarket Type3,Tier 3
935,OUT02,Supermarket Type3,Tier 3
946,OUT02,Supermarket Type3,Tier 3
947,OUT02,Supermarket Type3,Tier 3
948,OUT02,Supermarket Type3,Tier 3
952,OUT02,Supermarket Type3,Tier 3
960,OUT02,Supermarket Type3,Tier 3
965,OUT02,Supermarket Type3,Tier 3
981,OUT02,Supermarket Type3,Tier 3
989,OUT02,Supermarket Type3,Tier 3
991,OUT02,Supermarket Type3,Tier 3
999,OUT02,Supermarket Type3,Tier 3
1000,OUT02,Supermarket Type3,Tier 3
1009,OUT02,Supermarket Type3,Tier 3
1014,OUT02,Supermarket Type3,Tier 3
1016,OUT02,Supermarket Type3,Tier 3
1033,OUT02,Supermarket Type3,Tier 3
1039,OUT02,Supermarket Type3,Tier 3
1040,OUT02,Supermarket Type3,Tier 3
1041,OUT02,Supermarket Type3,Tier 3
1043,OUT02,Supermarket Type3,Tier 3
1051,OUT02,Supermarket Type3,Tier 3
1080,OUT02,Supermarket Type3,Tier 3
1084,OUT02,Supermarket Type3,Tier 3
1085,OUT02,Supermarket Type3,Tier 3
1092,OUT02,Supermarket Type3,Tier 3
1097,OUT02,Supermarket Type3,Tier 3
1100,OUT02,Supermarket Type3,Tier 3
1101,OUT02,Supermarket Type3,Tier 3
1112,OUT02,Supermarket Type3,Tier 3
1113,OUT02,Supermarket Type3,Tier 3
1127,OUT02,Supermarket Type3,Tier 3
1136,OUT02,Supermarket Type3,Tier 3
1138,OUT02,Supermarket Type3,Tier 3
1139,OUT02,Supermarket Type3,Tier 3
1142,OUT02,Supermarket Type3,Tier 3
1149,OUT02,Supermarket Type3,Tier 3
1154,OUT02,Supermarket Type3,Tier 3
1171,OUT02,Supermarket Type3,Tier 3
1173,OUT02,Supermarket Type3,Tier 3
1194,OUT02,Supermarket Type3,Tier 3
1222,OUT02,Supermarket Type3,Tier 3
1240,OUT02,Supermarket Type3,Tier 3
1256,OUT02,Supermarket Type3,Tier 3
1264,OUT02,Supermarket Type3,Tier 3
1265,OUT02,Supermarket Type3,Tier 3
1285,OUT02,Supermarket Type3,Tier 3
1290,OUT02,Supermarket Type3,Tier 3
1312,OUT02,Supermarket Type3,Tier 3
1313,OUT02,Supermarket Type3,Tier 3
1329,OUT02,Supermarket Type3,Tier 3
1338,OUT02,Supermarket Type3,Tier 3
1363,OUT02,Supermarket Type3,Tier 3
1374,OUT02,Supermarket Type3,Tier 3
1379,OUT02,Supermarket Type3,Tier 3
1386,OUT02,Supermarket Type3,Tier 3
1393,OUT02,Supermarket Type3,Tier 3
1397,OUT02,Supermarket Type3,Tier 3
1409,OUT02,Supermarket Type3,Tier 3
1414,OUT02,Supermarket Type3,Tier 3
1416,OUT02,Supermarket Type3,Tier 3
1436,OUT02,Supermarket Type3,Tier 3
1450,OUT02,Supermarket Type3,Tier 3
1455,OUT02,Supermarket Type3,Tier 3
1467,OUT02,Supermarket Type3,Tier 3
1472,OUT02,Supermarket Type3,Tier 3
1478,OUT02,Supermarket Type3,Tier 3
1485,OUT02,Supermarket Type3,Tier 3
1504,OUT02,Supermarket Type3,Tier 3
1514,OUT02,Supermarket Type3,Tier 3
1523,OUT02,Supermarket Type3,Tier 3
1524,OUT02,Supermarket Type3,Tier 3
1531,OUT02,Supermarket Type3,Tier 3
1556,OUT02,Supermarket Type3,Tier 3
1565,OUT02,Supermarket Type3,Tier 3
1569,OUT02,Supermarket Type3,Tier 3
1572,OUT02,Supermarket Type3,Tier 3
1579,OUT02,Supermarket Type3,Tier 3
1591,OUT02,Supermarket Type3,Tier 3
1594,OUT02,Supermarket Type3,Tier 3
1599,OUT02,Supermarket Type3,Tier 3
1611,OUT02,Supermarket Type3,Tier 3
1619,OUT02,Supermarket Type3,Tier 3
1627,OUT02,Supermarket Type3,Tier 3
1672,OUT02,Supermarket Type3,Tier 3
1675,OUT02,Supermarket Type3,Tier 3
1688,OUT02,Supermarket Type3,Tier 3
1689,OUT02,Supermarket Type3,Tier 3
1700,OUT02,Supermarket Type3,Tier 3
1706,OUT02,Supermarket Type3,Tier 3
1710,OUT02,Supermarket Type3,Tier 3
1713,OUT02,Supermarket Type3,Tier 3
1765,OUT02,Supermarket Type3,Tier 3
1774,OUT02,Supermarket Type3,Tier 3
1779,OUT02,Supermarket Type3,Tier 3
1804,OUT02,Supermarket Type3,Tier 3
1859,OUT02,Supermarket Type3,Tier 3
1865,OUT02,Supermarket Type3,Tier 3
1889,OUT02,Supermarket Type3,Tier 3
1896,OUT02,Supermarket Type3,Tier 3
1902,OUT02,Supermarket Type3,Tier 3
1906,OUT02,Supermarket Type3,Tier 3
1922,OUT02,Supermarket Type3,Tier 3
1924,OUT02,Supermarket Type3,Tier 3
1929,OUT02,Supermarket Type3,Tier 3
1949,OUT02,Supermarket Type3,Tier 3
1961,OUT02,Supermarket Type3,Tier 3
1968,OUT02,Supermarket Type3,Tier 3
1970,OUT02,Supermarket Type3,Tier 3
1977,OUT02,Supermarket Type3,Tier 3
1987,OUT02,Supermarket Type3,Tier 3
1989,OUT02,Supermarket Type3,Tier 3
1996,OUT02,Supermarket Type3,Tier 3
1998,OUT02,Supermarket Type3,Tier 3
2009,OUT02,Supermarket Type3,Tier 3
2019,OUT02,Supermarket Type3,Tier 3
2050,OUT02,Supermarket Type3,Tier 3
2053,OUT02,Supermarket Type3,Tier 3
2073,OUT02,Supermarket Type3,Tier 3
2083,OUT02,Supermarket Type3,Tier 3
2084,OUT02,Supermarket Type3,Tier 3
2099,OUT02,Supermarket Type3,Tier 3
2109,OUT02,Supermarket Type3,Tier 3
2132,OUT02,Supermarket Type3,Tier 3
2141,OUT02,Supermarket Type3,Tier 3
2161,OUT02,Supermarket Type3,Tier 3
2164,OUT02,Supermarket Type3,Tier 3
2186,OUT02,Supermarket Type3,Tier 3
2200,OUT02,Supermarket Type3,Tier 3
2229,OUT02,Supermarket Type3,Tier 3
2238,OUT02,Supermarket Type3,Tier 3
2242,OUT02,Supermarket Type3,Tier 3
2264,OUT02,Supermarket Type3,Tier 3
2265,OUT02,Supermarket Type3,Tier 3
2305,OUT02,Supermarket Type3,Tier 3
2315,OUT02,Supermarket Type3,Tier 3
2320,OUT02,Supermarket Type3,Tier 3
2322,OUT02,Supermarket Type3,Tier 3
2326,OUT02,Supermarket Type3,Tier 3
2334,OUT02,Supermarket Type3,Tier 3
2357,OUT02,Supermarket Type3,Tier 3
2378,OUT02,Supermarket Type3,Tier 3
2395,OUT02,Supermarket Type3,Tier 3
2402,OUT02,Supermarket Type3,Tier 3
2424,OUT02,Supermarket Type3,Tier 3
2425,OUT02,Supermarket Type3,Tier 3
2431,OUT02,Supermarket Type3,Tier 3
2432,OUT02,Supermarket Type3,Tier 3
2433,OUT02,Supermarket Type3,Tier 3
2437,OUT02,Supermarket Type3,Tier 3
2446,OUT02,Supermarket Type3,Tier 3
2476,OUT02,Supermarket Type3,Tier 3
2484,OUT02,Supermarket Type3,Tier 3
2492,OUT02,Supermarket Type3,Tier 3
2500,OUT02,Supermarket Type3,Tier 3
2508,OUT02,Supermarket Type3,Tier 3
2518,OUT02,Supermarket Type3,Tier 3
2522,OUT02,Supermarket Type3,Tier 3
2529,OUT02,Supermarket Type3,Tier 3
2533,OUT02,Supermarket Type3,Tier 3
2550,OUT02,Supermarket Type3,Tier 3
2557,OUT02,Supermarket Type3,Tier 3
2563,OUT02,Supermarket Type3,Tier 3
2567,OUT02,Supermarket Type3,Tier 3
2581,OUT02,Supermarket Type3,Tier 3
2585,OUT02,Supermarket Type3,Tier 3
2589,OUT02,Supermarket Type3,Tier 3
2598,OUT02,Supermarket Type3,Tier 3
2615,OUT02,Supermarket Type3,Tier 3
2635,OUT02,Supermarket Type3,Tier 3
2641,OUT02,Supermarket Type3,Tier 3
2642,OUT02,Supermarket Type3,Tier 3
2648,OUT02,Supermarket Type3,Tier 3
2659,OUT02,Supermarket Type3,Tier 3
2660,OUT02,Supermarket Type3,Tier 3
2665,OUT02,Supermarket Type3,Tier 3
2669,OUT02,Supermarket Type3,Tier 3
2675,OUT02,Supermarket Type3,Tier 3
2687,OUT02,Supermarket Type3,Tier 3
2693,OUT02,Supermarket Type3,Tier 3
2723,OUT02,Supermarket Type3,Tier 3
2742,OUT02,Supermarket Type3,Tier 3
2750,OUT02,Supermarket Type3,Tier 3
2758,OUT02,Supermarket Type3,Tier 3
2764,OUT02,Supermarket Type3,Tier 3
2808,OUT02,Supermarket Type3,Tier 3
2821,OUT02,Supermarket Type3,Tier 3
2827,OUT02,Supermarket Type3,Tier 3
2838,OUT02,Supermarket Type3,Tier 3
2842,OUT02,Supermarket Type3,Tier 3
2849,OUT02,Supermarket Type3,Tier 3
2863,OUT02,Supermarket Type3,Tier 3
2864,OUT02,Supermarket Type3,Tier 3
2884,OUT02,Supermarket Type3,Tier 3
2889,OUT02,Supermarket Type3,Tier 3
2896,OUT02,Supermarket Type3,Tier 3
2901,OUT02,Supermarket Type3,Tier 3
2920,OUT02,Supermarket Type3,Tier 3
2922,OUT02,Supermarket Type3,Tier 3
2927,OUT02,Supermarket Type3,Tier 3
2928,OUT02,Supermarket Type3,Tier 3
2933,OUT02,Supermarket Type3,Tier 3
2948,OUT02,Supermarket Type3,Tier 3
2949,OUT02,Supermarket Type3,Tier 3
2959,OUT02,Supermarket Type3,Tier 3
2961,OUT02,Supermarket Type3,Tier 3
2967,OUT02,Supermarket Type3,Tier 3
2968,OUT02,Supermarket Type3,Tier 3
2982,OUT02,Supermarket Type3,Tier 3
2995,OUT02,Supermarket Type3,Tier 3
3005,OUT02,Supermarket Type3,Tier 3
3006,OUT02,Supermarket Type3,Tier 3
3007,OUT02,Supermarket Type3,Tier 3
3009,OUT02,Supermarket Type3,Tier 3
3048,OUT02,Supermarket Type3,Tier 3
3058,OUT02,Supermarket Type3,Tier 3
3062,OUT02,Supermarket Type3,Tier 3
3094,OUT02,Supermarket Type3,Tier 3
3098,OUT02,Supermarket Type3,Tier 3
3107,OUT02,Supermarket Type3,Tier 3
3110,OUT02,Supermarket Type3,Tier 3
3126,OUT02,Supermarket Type3,Tier 3
3128,OUT02,Supermarket Type3,Tier 3
3152,OUT02,Supermarket Type3,Tier 3
3154,OUT02,Supermarket Type3,Tier 3
3160,OUT02,Supermarket Type3,Tier 3
3197,OUT02,Supermarket Type3,Tier 3
3199,OUT02,Supermarket Type3,Tier 3
3213,OUT02,Supermarket Type3,Tier 3
3217,OUT02,Supermarket Type3,Tier 3
3231,OUT02,Supermarket Type3,Tier 3
3234,OUT02,Supermarket Type3,Tier 3
3237,OUT02,Supermarket Type3,Tier 3
3249,OUT02,Supermarket Type3,Tier 3
3256,OUT02,Supermarket Type3,Tier 3
3277,OUT02,Supermarket Type3,Tier 3
3286,OUT02,Supermarket Type3,Tier 3
3288,OUT02,Supermarket Type3,Tier 3
3306,OUT02,Supermarket Type3,Tier 3
3315,OUT02,Supermarket Type3,Tier 3
3320,OUT02,Supermarket Type3,Tier 3
3321,OUT02,Supermarket Type3,Tier 3
3323,OUT02,Supermarket Type3,Tier 3
3333,OUT02,Supermarket Type3,Tier 3
3361,OUT02,Supermarket Type3,Tier 3
3363,OUT02,Supermarket Type3,Tier 3
3366,OUT02,Supermarket Type3,Tier 3
3372,OUT02,Supermarket Type3,Tier 3
3395,OUT02,Supermarket Type3,Tier 3
3404,OUT02,Supermarket Type3,Tier 3
3407,OUT02,Supermarket Type3,Tier 3
3414,OUT02,Supermarket Type3,Tier 3
3420,OUT02,Supermarket Type3,Tier 3
3423,OUT02,Supermarket Type3,Tier 3
3436,OUT02,Supermarket Type3,Tier 3
3482,OUT02,Supermarket Type3,Tier 3
3491,OUT02,Supermarket Type3,Tier 3
3503,OUT02,Supermarket Type3,Tier 3
3515,OUT02,Supermarket Type3,Tier 3
3516,OUT02,Supermarket Type3,Tier 3
3518,OUT02,Supermarket Type3,Tier 3
3529,OUT02,Supermarket Type3,Tier 3
3543,OUT02,Supermarket Type3,Tier 3
3550,OUT02,Supermarket Type3,Tier 3
3552,OUT02,Supermarket Type3,Tier 3
3576,OUT02,Supermarket Type3,Tier 3
3585,OUT02,Supermarket Type3,Tier 3
3613,OUT02,Supermarket Type3,Tier 3
3618,OUT02,Supermarket Type3,Tier 3
3649,OUT02,Supermarket Type3,Tier 3
3652,OUT02,Supermarket Type3,Tier 3
3658,OUT02,Supermarket Type3,Tier 3
3660,OUT02,Supermarket Type3,Tier 3
3661,OUT02,Supermarket Type3,Tier 3
3667,OUT02,Supermarket Type3,Tier 3
3674,OUT02,Supermarket Type3,Tier 3
3689,OUT02,Supermarket Type3,Tier 3
3703,OUT02,Supermarket Type3,Tier 3
3706,OUT02,Supermarket Type3,Tier 3
3709,OUT02,Supermarket Type3,Tier 3
3720,OUT02,Supermarket Type3,Tier 3
3721,OUT02,Supermarket Type3,Tier 3
3724,OUT02,Supermarket Type3,Tier 3
3726,OUT02,Supermarket Type3,Tier 3
3733,OUT02,Supermarket Type3,Tier 3
3753,OUT02,Supermarket Type3,Tier 3
3757,OUT02,Supermarket Type3,Tier 3
3758,OUT02,Supermarket Type3,Tier 3
3769,OUT02,Supermarket Type3,Tier 3
3770,OUT02,Supermarket Type3,Tier 3
3777,OUT02,Supermarket Type3,Tier 3
3780,OUT02,Supermarket Type3,Tier 3
3803,OUT02,Supermarket Type3,Tier 3
3807,OUT02,Supermarket Type3,Tier 3
3822,OUT02,Supermarket Type3,Tier 3
3825,OUT02,Supermarket Type3,Tier 3
3833,OUT02,Supermarket Type3,Tier 3
3836,OUT02,Supermarket Type3,Tier 3
3848,OUT02,Supermarket Type3,Tier 3
3851,OUT02,Supermarket Type3,Tier 3
3864,OUT02,Supermarket Type3,Tier 3
3866,OUT02,Supermarket Type3,Tier 3
3869,OUT02,Supermarket Type3,Tier 3
3903,OUT02,Supermarket Type3,Tier 3
3910,OUT02,Supermarket Type3,Tier 3
3922,OUT02,Supermarket Type3,Tier 3
3928,OUT02,Supermarket Type3,Tier 3
3945,OUT02,Supermarket Type3,Tier 3
3956,OUT02,Supermarket Type3,Tier 3
3968,OUT02,Supermarket Type3,Tier 3
3976,OUT02,Supermarket Type3,Tier 3
3994,OUT02,Supermarket Type3,Tier 3
4004,OUT02,Supermarket Type3,Tier 3
4013,OUT02,Supermarket Type3,Tier 3
4027,OUT02,Supermarket Type3,Tier 3
4028,OUT02,Supermarket Type3,Tier 3
4046,OUT02,Supermarket Type3,Tier 3
4047,OUT02,Supermarket Type3,Tier 3
4050,OUT02,Supermarket Type3,Tier 3
4055,OUT02,Supermarket Type3,Tier 3
4060,OUT02,Supermarket Type3,Tier 3
4063,OUT02,Supermarket Type3,Tier 3
4075,OUT02,Supermarket Type3,Tier 3
4076,OUT02,Supermarket Type3,Tier 3
4078,OUT02,Supermarket Type3,Tier 3
4081,OUT02,Supermarket Type3,Tier 3
4083,OUT02,Supermarket Type3,Tier 3
4105,OUT02,Supermarket Type3,Tier 3
4115,OUT02,Supermarket Type3,Tier 3
4126,OUT02,Supermarket Type3,Tier 3
4141,OUT02,Supermarket Type3,Tier 3
4148,OUT02,Supermarket Type3,Tier 3
4165,OUT02,Supermarket Type3,Tier 3
4180,OUT02,Supermarket Type3,Tier 3
4187,OUT02,Supermarket Type3,Tier 3
4193,OUT02,Supermarket Type3,Tier 3
4207,OUT02,Supermarket Type3,Tier 3
4208,OUT02,Supermarket Type3,Tier 3
4222,OUT02,Supermarket Type3,Tier 3
4233,OUT02,Supermarket Type3,Tier 3
4248,OUT02,Supermarket Type3,Tier 3
4272,OUT02,Supermarket Type3,Tier 3
4287,OUT02,Supermarket Type3,Tier 3
4295,OUT02,Supermarket Type3,Tier 3
4296,OUT02,Supermarket Type3,Tier 3
4337,OUT02,Supermarket Type3,Tier 3
4338,OUT02,Supermarket Type3,Tier 3
4346,OUT02,Supermarket Type3,Tier 3
4349,OUT02,Supermarket Type3,Tier 3
4354,OUT02,Supermarket Type3,Tier 3
4368,OUT02,Supermarket Type3,Tier 3
4375,OUT02,Supermarket Type3,Tier 3
4378,OUT02,Supermarket Type3,Tier 3
4381,OUT02,Supermarket Type3,Tier 3
4383,OUT02,Supermarket Type3,Tier 3
4397,OUT02,Supermarket Type3,Tier 3
4401,OUT02,Supermarket Type3,Tier 3
4410,OUT02,Supermarket Type3,Tier 3
4416,OUT02,Supermarket Type3,Tier 3
4427,OUT02,Supermarket Type3,Tier 3
4434,OUT02,Supermarket Type3,Tier 3
4451,OUT02,Supermarket Type3,Tier 3
4457,OUT02,Supermarket Type3,Tier 3
4467,OUT02,Supermarket Type3,Tier 3
4478,OUT02,Supermarket Type3,Tier 3
4493,OUT02,Supermarket Type3,Tier 3
4494,OUT02,Supermarket Type3,Tier 3
4495,OUT02,Supermarket Type3,Tier 3
4498,OUT02,Supermarket Type3,Tier 3
4504,OUT02,Supermarket Type3,Tier 3
4515,OUT02,Supermarket Type3,Tier 3
4516,OUT02,Supermarket Type3,Tier 3
4523,OUT02,Supermarket Type3,Tier 3
4537,OUT02,Supermarket Type3,Tier 3
4540,OUT02,Supermarket Type3,Tier 3
4555,OUT02,Supermarket Type3,Tier 3
4570,OUT02,Supermarket Type3,Tier 3
4589,OUT02,Supermarket Type3,Tier 3
4594,OUT02,Supermarket Type3,Tier 3
4598,OUT02,Supermarket Type3,Tier 3
4600,OUT02,Supermarket Type3,Tier 3
4601,OUT02,Supermarket Type3,Tier 3
4604,OUT02,Supermarket Type3,Tier 3
4608,OUT02,Supermarket Type3,Tier 3
4620,OUT02,Supermarket Type3,Tier 3
4624,OUT02,Supermarket Type3,Tier 3
4631,OUT02,Supermarket Type3,Tier 3
4645,OUT02,Supermarket Type3,Tier 3
4647,OUT02,Supermarket Type3,Tier 3
4663,OUT02,Supermarket Type3,Tier 3
4676,OUT02,Supermarket Type3,Tier 3
4681,OUT02,Supermarket Type3,Tier 3
4690,OUT02,Supermarket Type3,Tier 3
4721,OUT02,Supermarket Type3,Tier 3
4728,OUT02,Supermarket Type3,Tier 3
4734,OUT02,Supermarket Type3,Tier 3
4744,OUT02,Supermarket Type3,Tier 3
4746,OUT02,Supermarket Type3,Tier 3
4748,OUT02,Supermarket Type3,Tier 3
4751,OUT02,Supermarket Type3,Tier 3
4759,OUT02,Supermarket Type3,Tier 3
4767,OUT02,Supermarket Type3,Tier 3
4772,OUT02,Supermarket Type3,Tier 3
4785,OUT02,Supermarket Type3,Tier 3
4796,OUT02,Supermarket Type3,Tier 3
4803,OUT02,Supermarket Type3,Tier 3
4814,OUT02,Supermarket Type3,Tier 3
4822,OUT02,Supermarket Type3,Tier 3
4827,OUT02,Supermarket Type3,Tier 3
4829,OUT02,Supermarket Type3,Tier 3
4832,OUT02,Supermarket Type3,Tier 3
4835,OUT02,Supermarket Type3,Tier 3
4839,OUT02,Supermarket Type3,Tier 3
4868,OUT02,Supermarket Type3,Tier 3
4871,OUT02,Supermarket Type3,Tier 3
4873,OUT02,Supermarket Type3,Tier 3
4901,OUT02,Supermarket Type3,Tier 3
4913,OUT02,Supermarket Type3,Tier 3
4929,OUT02,Supermarket Type3,Tier 3
4930,OUT02,Supermarket Type3,Tier 3
4949,OUT02,Supermarket Type3,Tier 3
4951,OUT02,Supermarket Type3,Tier 3
4954,OUT02,Supermarket Type3,Tier 3
4964,OUT02,Supermarket Type3,Tier 3
4981,OUT02,Supermarket Type3,Tier 3
5003,OUT02,Supermarket Type3,Tier 3
5027,OUT02,Supermarket Type3,Tier 3
5039,OUT02,Supermarket Type3,Tier 3
5043,OUT02,Supermarket Type3,Tier 3
5058,OUT02,Supermarket Type3,Tier 3
5063,OUT02,Supermarket Type3,Tier 3
5065,OUT02,Supermarket Type3,Tier 3
5070,OUT02,Supermarket Type3,Tier 3
5075,OUT02,Supermarket Type3,Tier 3
5084,OUT02,Supermarket Type3,Tier 3
5090,OUT02,Supermarket Type3,Tier 3
5103,OUT02,Supermarket Type3,Tier 3
5108,OUT02,Supermarket Type3,Tier 3
5113,OUT02,Supermarket Type3,Tier 3
5118,OUT02,Supermarket Type3,Tier 3
