,Outlet_Identifier,Outlet_Size,Outlet_Type
1604,OUT035,Small,Supermarket Type1
1605,OUT010,,Grocery Store
1606,OUT046,Small,Supermarket Type1
1607,OUT035,Small,Supermarket Type1
1608,OUT046,Small,Supermarket Type1
1609,OUT046,Small,Supermarket Type1
1610,OUT045,,Supermarket Type1
1611,OUT027,Medium,Supermarket Type3
1612,OUT018,Medium,Supermarket Type2
1613,OUT013,High,Supermarket Type1
1614,OUT013,High,Supermarket Type1
1615,OUT049,Medium,Supermarket Type1
1616,OUT018,Medium,Supermarket Type2
1617,OUT010,,Grocery Store
1618,OUT045,,Supermarket Type1
1619,OUT027,Medium,Supermarket Type3
1620,OUT046,Small,Supermarket Type1
1621,OUT035,Small,Supermarket Type1
1622,OUT035,Small,Supermarket Type1
1623,OUT013,High,Supermarket Type1
1624,OUT017,,Supermarket Type1
1625,OUT018,Medium,Supermarket Type2
1626,OUT013,High,Supermarket Type1
1627,OUT027,Medium,Supermarket Type3
1628,OUT018,Medium,Supermarket Type2
1629,OUT017,,Supermarket Type1
1630,OUT017,,Supermarket Type1
1631,OUT046,Small,Supermarket Type1
1632,OUT035,Small,Supermarket Type1
1633,OUT013,High,Supermarket Type1
1634,OUT045,,Supermarket Type1
1635,OUT049,Medium,Supermarket Type1
1636,OUT013,High,Supermarket Type1
1637,OUT013,High,Supermarket Type1
1638,OUT049,Medium,Supermarket Type1
1639,OUT045,,Supermarket Type1
1640,OUT018,Medium,Supermarket Type2
1641,OUT049,Medium,Supermarket Type1
1642,OUT010,,Grocery Store
1643,OUT049,Medium,Supermarket Type1
1644,OUT010,,Grocery Store
1645,OUT018,Medium,Supermarket Type2
1646,OUT046,Small,Supermarket Type1
1647,OUT018,Medium,Supermarket Type2
1648,OUT018,Medium,Supermarket Type2
1649,OUT046,Small,Supermarket Type1
1650,OUT049,Medium,Supermarket Type1
1651,OUT010,,Grocery Store
1652,OUT013,High,Supermarket Type1
1653,OUT017,,Supermarket Type1
1654,OUT013,High,Supermarket Type1
1655,OUT045,,Supermarket Type1
1656,OUT035,Small,Supermarket Type1
1657,OUT018,Medium,Supermarket Type2
1658,OUT045,,Supermarket Type1
1659,OUT017,,Supermarket Type1
1660,OUT035,Small,Supermarket Type1
1661,OUT049,Medium,Supermarket Type1
1662,OUT013,High,Supermarket Type1
1663,OUT013,High,Supermarket Type1
1664,OUT017,,Supermarket Type1
1665,OUT049,Medium,Supermarket Type1
1666,OUT018,Medium,Supermarket Type2
1667,OUT013,High,Supermarket Type1
1668,OUT018,Medium,Supermarket Type2
1669,OUT046,Small,Supermarket Type1
1670,OUT019,Small,Grocery Store
1671,OUT019,Small,Grocery Store
1672,OUT027,Medium,Supermarket Type3
1673,OUT035,Small,Supermarket Type1
1674,OUT018,Medium,Supermarket Type2
1675,OUT027,Medium,Supermarket Type3
1676,OUT017,,Supermarket Type1
1677,OUT035,Small,Supermarket Type1
1678,OUT018,Medium,Supermarket Type2
1679,OUT046,Small,Supermarket Type1
1680,OUT019,Small,Grocery Store
1681,OUT045,,Supermarket Type1
1682,OUT013,High,Supermarket Type1
1683,OUT013,High,Supermarket Type1
1684,OUT017,,Supermarket Type1
1685,OUT045,,Supermarket Type1
1686,OUT017,,Supermarket Type1
1687,OUT018,Medium,Supermarket Type2
1688,OUT027,Medium,Supermarket Type3
1689,OUT027,Medium,Supermarket Type3
1690,OUT035,Small,Supermarket Type1
1691,OUT018,Medium,Supermarket Type2
1692,OUT035,Small,Supermarket Type1
1693,OUT035,Small,Supermarket Type1
1694,OUT013,High,Supermarket Type1
1695,OUT013,High,Supermarket Type1
1696,OUT010,,Grocery Store
1697,OUT013,High,Supermarket Type1
1698,OUT045,,Supermarket Type1
1699,OUT019,Small,Grocery Store
1700,OUT027,Medium,Supermarket Type3
1701,OUT019,Small,Grocery Store
1702,OUT013,High,Supermarket Type1
1703,OUT018,Medium,Supermarket Type2
1704,OUT035,Small,Supermarket Type1
1705,OUT017,,Supermarket Type1
1706,OUT027,Medium,Supermarket Type3
1707,OUT017,,Supermarket Type1
1708,OUT019,Small,Grocery Store
1709,OUT045,,Supermarket Type1
1710,OUT027,Medium,Supermarket Type3
1711,OUT010,,Grocery Store
1712,OUT049,Medium,Supermarket Type1
1713,OUT027,Medium,Supermarket Type3
1714,OUT049,Medium,Supermarket Type1
1715,OUT010,,Grocery Store
1716,OUT013,High,Supermarket Type1
1717,OUT018,Medium,Supermarket Type2
1718,OUT049,Medium,Supermarket Type1
1719,OUT035,Small,Supermarket Type1
1720,OUT018,Medium,Supermarket Type2
1721,OUT049,Medium,Supermarket Type1
1722,OUT018,Medium,Supermarket Type2
1723,OUT045,,Supermarket Type1
1724,OUT046,Small,Supermarket Type1
1725,OUT046,Small,Supermarket Type1
1726,OUT013,High,Supermarket Type1
1727,OUT017,,Supermarket Type1
1728,OUT045,,Supermarket Type1
1729,OUT013,High,Supermarket Type1
1730,OUT017,,Supermarket Type1
1731,OUT046,Small,Supermarket Type1
1732,OUT035,Small,Supermarket Type1
1733,OUT045,,Supermarket Type1
1734,OUT049,Medium,Supermarket Type1
1735,OUT045,,Supermarket Type1
1736,OUT046,Small,Supermarket Type1
1737,OUT035,Small,Supermarket Type1
1738,OUT046,Small,Supermarket Type1
1739,OUT046,Small,Supermarket Type1
1740,OUT019,Small,Grocery Store
1741,OUT035,Small,Supermarket Type1
1742,OUT017,,Supermarket Type1
1743,OUT045,,Supermarket Type1
1744,OUT017,,Supermarket Type1
1745,OUT013,High,Supermarket Type1
1746,OUT049,Medium,Supermarket Type1
1747,OUT017,,Supermarket Type1
1748,OUT045,,Supermarket Type1
1749,OUT035,Small,Supermarket Type1
1750,OUT049,Medium,Supermarket Type1
1751,OUT045,,Supermarket Type1
1752,OUT019,Small,Grocery Store
1753,OUT049,Medium,Supermarket Type1
1754,OUT010,,Grocery Store
1755,OUT018,Medium,Supermarket Type2
1756,OUT017,,Supermarket Type1
1757,OUT046,Small,Supermarket Type1
1758,OUT019,Small,Grocery Store
1759,OUT046,Small,Supermarket Type1
1760,OUT017,,Supermarket Type1
1761,OUT049,Medium,Supermarket Type1
1762,OUT049,Medium,Supermarket Type1
1763,OUT018,Medium,Supermarket Type2
1764,OUT018,Medium,Supermarket Type2
1765,OUT027,Medium,Supermarket Type3
1766,OUT046,Small,Supermarket Type1
1767,OUT045,,Supermarket Type1
1768,OUT013,High,Supermarket Type1
1769,OUT018,Medium,Supermarket Type2
1770,OUT017,,Supermarket Type1
1771,OUT046,Small,Supermarket Type1
1772,OUT046,Small,Supermarket Type1
1773,OUT018,Medium,Supermarket Type2
1774,OUT027,Medium,Supermarket Type3
1775,OUT018,Medium,Supermarket Type2
1776,OUT019,Small,Grocery Store
1777,OUT017,,Supermarket Type1
1778,OUT035,Small,Supermarket Type1
1779,OUT027,Medium,Supermarket Type3
1780,OUT018,Medium,Supermarket Type2
1781,OUT018,Medium,Supermarket Type2
1782,OUT045,,Supermarket Type1
1783,OUT035,Small,Supermarket Type1
1784,OUT017,,Supermarket Type1
1785,OUT018,Medium,Supermarket Type2
1786,OUT017,,Supermarket Type1
1787,OUT035,Small,Supermarket Type1
1788,OUT010,,Grocery Store
1789,OUT019,Small,Grocery Store
1790,OUT035,Small,Supermarket Type1
1791,OUT019,Small,Grocery Store
1792,OUT049,Medium,Supermarket Type1
1793,OUT046,Small,Supermarket Type1
1794,OUT013,High,Supermarket Type1
1795,OUT049,Medium,Supermarket Type1
1796,OUT035,Small,Supermarket Type1
1797,OUT045,,Supermarket Type1
1798,OUT013,High,Supermarket Type1
1799,OUT013,High,Supermarket Type1
1800,OUT010,,Grocery Store
1801,OUT035,Small,Supermarket Type1
1802,OUT013,High,Supermarket Type1
1803,OUT035,Small,Supermarket Type1
1804,OUT027,Medium,Supermarket Type3
1805,OUT019,Small,Grocery Store
1806,OUT013,High,Supermarket Type1
1807,OUT019,Small,Grocery Store
1808,OUT049,Medium,Supermarket Type1
1809,OUT035,Small,Supermarket Type1
1810,OUT035,Small,Supermarket Type1
1811,OUT017,,Supermarket Type1
1812,OUT049,Medium,Supermarket Type1
1813,OUT046,Small,Supermarket Type1
1814,OUT019,Small,Grocery Store
1815,OUT035,Small,Supermarket Type1
1816,OUT045,,Supermarket Type1
1817,OUT035,Small,Supermarket Type1
1818,OUT013,High,Supermarket Type1
1819,OUT046,Small,Supermarket Type1
1820,OUT017,,Supermarket Type1
1821,OUT049,Medium,Supermarket Type1
1822,OUT046,Small,Supermarket Type1
1823,OUT017,,Supermarket Type1
1824,OUT010,,Grocery Store
1825,OUT017,,Supermarket Type1
1826,OUT049,Medium,Supermarket Type1
1827,OUT019,Small,Grocery Store
1828,OUT017,,Supermarket Type1
1829,OUT019,Small,Grocery Store
1830,OUT035,Small,Supermarket Type1
1831,OUT035,Small,Supermarket Type1
1832,OUT018,Medium,Supermarket Type2
1833,OUT017,,Supermarket Type1
1834,OUT046,Small,Supermarket Type1
1835,OUT013,High,Supermarket Type1
1836,OUT035,Small,Supermarket Type1
1837,OUT018,Medium,Supermarket Type2
1838,OUT035,Small,Supermarket Type1
1839,OUT010,,Grocery Store
1840,OUT046,Small,Supermarket Type1
1841,OUT010,,Grocery Store
1842,OUT049,Medium,Supermarket Type1
1843,OUT035,Small,Supermarket Type1
1844,OUT049,Medium,Supermarket Type1
1845,OUT010,,Grocery Store
1846,OUT013,High,Supermarket Type1
1847,OUT019,Small,Grocery Store
1848,OUT013,High,Supermarket Type1
1849,OUT046,Small,Supermarket Type1
1850,OUT017,,Supermarket Type1
1851,OUT017,,Supermarket Type1
1852,OUT018,Medium,Supermarket Type2
1853,OUT035,Small,Supermarket Type1
1854,OUT010,,Grocery Store
1855,OUT010,,Grocery Store
1856,OUT018,Medium,Supermarket Type2
1857,OUT049,Medium,Supermarket Type1
1858,OUT049,Medium,Supermarket Type1
1859,OUT027,Medium,Supermarket Type3
1860,OUT018,Medium,Supermarket Type2
1861,OUT013,High,Supermarket Type1
1862,OUT035,Small,Supermarket Type1
1863,OUT035,Small,Supermarket Type1
1864,OUT018,Medium,Supermarket Type2
1865,OUT027,Medium,Supermarket Type3
1866,OUT049,Medium,Supermarket Type1
1867,OUT010,,Grocery Store
1868,OUT046,Small,Supermarket Type1
1869,OUT017,,Supermarket Type1
1870,OUT045,,Supermarket Type1
1871,OUT046,Small,Supermarket Type1
1872,OUT046,Small,Supermarket Type1
1873,OUT010,,Grocery Store
1874,OUT049,Medium,Supermarket Type1
1875,OUT010,,Grocery Store
1876,OUT046,Small,Supermarket Type1
1877,OUT017,,Supermarket Type1
1878,OUT045,,Supermarket Type1
1879,OUT045,,Supermarket Type1
1880,OUT019,Small,Grocery Store
1881,OUT013,High,Supermarket Type1
1882,OUT045,,Supermarket Type1
1883,OUT046,Small,Supermarket Type1
1884,OUT035,Small,Supermarket Type1
1885,OUT049,Medium,Supermarket Type1
1886,OUT045,,Supermarket Type1
1887,OUT019,Small,Grocery Store
1888,OUT017,,Supermarket Type1
1889,OUT027,Medium,Supermarket Type3
1890,OUT017,,Supermarket Type1
1891,OUT045,,Supermarket Type1
1892,OUT049,Medium,Supermarket Type1
1893,OUT018,Medium,Supermarket Type2
1894,OUT049,Medium,Supermarket Type1
1895,OUT045,,Supermarket Type1
1896,OUT027,Medium,Supermarket Type3
1897,OUT049,Medium,Supermarket Type1
1898,OUT046,Small,Supermarket Type1
1899,OUT035,Small,Supermarket Type1
1900,OUT046,Small,Supermarket Type1
1901,OUT017,,Supermarket Type1
1902,OUT027,Medium,Supermarket Type3
1903,OUT046,Small,Supermarket Type1
1904,OUT013,High,Supermarket Type1
1905,OUT018,Medium,Supermarket Type2
1906,OUT027,Medium,Supermarket Type3
1907,OUT035,Small,Supermarket Type1
1908,OUT045,,Supermarket Type1
1909,OUT049,Medium,Supermarket Type1
1910,OUT013,High,Supermarket Type1
1911,OUT013,High,Supermarket Type1
1912,OUT017,,Supermarket Type1
1913,OUT019,Small,Grocery Store
1914,OUT019,Small,Grocery Store
1915,OUT049,Medium,Supermarket Type1
1916,OUT018,Medium,Supermarket Type2
1917,OUT045,,Supermarket Type1
1918,OUT035,Small,Supermarket Type1
1919,OUT018,Medium,Supermarket Type2
1920,OUT017,,Supermarket Type1
1921,OUT010,,Grocery Store
1922,OUT027,Medium,Supermarket Type3
1923,OUT013,High,Supermarket Type1
1924,OUT027,Medium,Supermarket Type3
1925,OUT035,Small,Supermarket Type1
1926,OUT035,Small,Supermarket Type1
1927,OUT013,High,Supermarket Type1
1928,OUT013,High,Supermarket Type1
1929,OUT027,Medium,Supermarket Type3
1930,OUT013,High,Supermarket Type1
1931,OUT018,Medium,Supermarket Type2
1932,OUT019,Small,Grocery Store
1933,OUT045,,Supermarket Type1
1934,OUT035,Small,Supermarket Type1
1935,OUT017,,Supermarket Type1
1936,OUT017,,Supermarket Type1
1937,OUT010,,Grocery Store
1938,OUT013,High,Supermarket Type1
1939,OUT045,,Supermarket Type1
1940,OUT035,Small,Supermarket Type1
1941,OUT019,Small,Grocery Store
1942,OUT046,Small,Supermarket Type1
1943,OUT045,,Supermarket Type1
1944,OUT045,,Supermarket Type1
1945,OUT018,Medium,Supermarket Type2
1946,OUT049,Medium,Supermarket Type1
1947,OUT049,Medium,Supermarket Type1
1948,OUT018,Medium,Supermarket Type2
1949,OUT027,Medium,Supermarket Type3
1950,OUT046,Small,Supermarket Type1
1951,OUT010,,Grocery Store
1952,OUT045,,Supermarket Type1
1953,OUT045,,Supermarket Type1
1954,OUT017,,Supermarket Type1
1955,OUT018,Medium,Supermarket Type2
1956,OUT049,Medium,Supermarket Type1
1957,OUT045,,Supermarket Type1
1958,OUT049,Medium,Supermarket Type1
1959,OUT013,High,Supermarket Type1
1960,OUT049,Medium,Supermarket Type1
1961,OUT027,Medium,Supermarket Type3
1962,OUT019,Small,Grocery Store
1963,OUT045,,Supermarket Type1
1964,OUT045,,Supermarket Type1
1965,OUT018,Medium,Supermarket Type2
1966,OUT019,Small,Grocery Store
1967,OUT045,,Supermarket Type1
1968,OUT027,Medium,Supermarket Type3
1969,OUT045,,Supermarket Type1
1970,OUT027,Medium,Supermarket Type3
1971,OUT046,Small,Supermarket Type1
1972,OUT049,Medium,Supermarket Type1
1973,OUT049,Medium,Supermarket Type1
1974,OUT017,,Supermarket Type1
1975,OUT017,,Supermarket Type1
1976,OUT019,Small,Grocery Store
1977,OUT027,Medium,Supermarket Type3
1978,OUT046,Small,Supermarket Type1
1979,OUT018,Medium,Supermarket Type2
1980,OUT045,,Supermarket Type1
1981,OUT049,Medium,Supermarket Type1
1982,OUT049,Medium,Supermarket Type1
1983,OUT013,High,Supermarket Type1
1984,OUT017,,Supermarket Type1
1985,OUT018,Medium,Supermarket Type2
1986,OUT045,,Supermarket Type1
1987,OUT027,Medium,Supermarket Type3
1988,OUT010,,Grocery Store
1989,OUT027,Medium,Supermarket Type3
1990,OUT010,,Grocery Store
1991,OUT046,Small,Supermarket Type1
1992,OUT017,,Supermarket Type1
1993,OUT046,Small,Supermarket Type1
1994,OUT035,Small,Supermarket Type1
1995,OUT035,Small,Supermarket Type1
1996,OUT027,Medium,Supermarket Type3
1997,OUT013,High,Supermarket Type1
1998,OUT027,Medium,Supermarket Type3
1999,OUT046,Small,Supermarket Type1
2000,OUT035,Small,Supermarket Type1
2001,OUT046,Small,Supermarket Type1
2002,OUT017,,Supermarket Type1
2003,OUT045,,Supermarket Type1
2004,OUT045,,Supermarket Type1
2005,OUT045,,Supermarket Type1
2006,OUT017,,Supermarket Type1
2007,OUT018,Medium,Supermarket Type2
2008,OUT045,,Supermarket Type1
2009,OUT027,Medium,Supermarket Type3
2010,OUT019,Small,Grocery Store
2011,OUT013,High,Supermarket Type1
2012,OUT017,,Supermarket Type1
2013,OUT018,Medium,Supermarket Type2
2014,OUT019,Small,Grocery Store
2015,OUT019,Small,Grocery Store
2016,OUT017,,Supermarket Type1
2017,OUT010,,Grocery Store
2018,OUT045,,Supermarket Type1
2019,OUT027,Medium,Supermarket Type3
2020,OUT046,Small,Supermarket Type1
2021,OUT019,Small,Grocery Store
2022,OUT013,High,Supermarket Type1
2023,OUT049,Medium,Supermarket Type1
2024,OUT013,High,Supermarket Type1
2025,OUT046,Small,Supermarket Type1
2026,OUT013,High,Supermarket Type1
2027,OUT049,Medium,Supermarket Type1
2028,OUT046,Small,Supermarket Type1
2029,OUT017,,Supermarket Type1
2030,OUT017,,Supermarket Type1
2031,OUT035,Small,Supermarket Type1
2032,OUT013,High,Supermarket Type1
2033,OUT049,Medium,Supermarket Type1
2034,OUT035,Small,Supermarket Type1
2035,OUT019,Small,Grocery Store
2036,OUT035,Small,Supermarket Type1
2037,OUT046,Small,Supermarket Type1
2038,OUT017,,Supermarket Type1
2039,OUT010,,Grocery Store
2040,OUT049,Medium,Supermarket Type1
2041,OUT049,Medium,Supermarket Type1
2042,OUT018,Medium,Supermarket Type2
2043,OUT013,High,Supermarket Type1
2044,OUT017,,Supermarket Type1
2045,OUT017,,Supermarket Type1
2046,OUT045,,Supermarket Type1
2047,OUT045,,Supermarket Type1
2048,OUT035,Small,Supermarket Type1
2049,OUT018,Medium,Supermarket Type2
2050,OUT027,Medium,Supermarket Type3
2051,OUT045,,Supermarket Type1
2052,OUT045,,Supermarket Type1
2053,OUT027,Medium,Supermarket Type3
2054,OUT045,,Supermarket Type1
2055,OUT019,Small,Grocery Store
2056,OUT018,Medium,Supermarket Type2
2057,OUT035,Small,Supermarket Type1
2058,OUT035,Small,Supermarket Type1
2059,OUT046,Small,Supermarket Type1
2060,OUT017,,Supermarket Type1
2061,OUT017,,Supermarket Type1
2062,OUT019,Small,Grocery Store
2063,OUT013,High,Supermarket Type1
2064,OUT018,Medium,Supermarket Type2
2065,OUT010,,Grocery Store
2066,OUT017,,Supermarket Type1
2067,OUT045,,Supermarket Type1
2068,OUT013,High,Supermarket Type1
2069,OUT017,,Supermarket Type1
2070,OUT013,High,Supermarket Type1
2071,OUT013,High,Supermarket Type1
2072,OUT035,Small,Supermarket Type1
2073,OUT027,Medium,Supermarket Type3
2074,OUT049,Medium,Supermarket Type1
2075,OUT049,Medium,Supermarket Type1
2076,OUT017,,Supermarket Type1
2077,OUT046,Small,Supermarket Type1
2078,OUT035,Small,Supermarket Type1
2079,OUT010,,Grocery Store
2080,OUT045,,Supermarket Type1
2081,OUT010,,Grocery Store
2082,OUT049,Medium,Supermarket Type1
2083,OUT027,Medium,Supermarket Type3
2084,OUT027,Medium,Supermarket Type3
2085,OUT035,Small,Supermarket Type1
2086,OUT046,Small,Supermarket Type1
2087,OUT013,High,Supermarket Type1
2088,OUT010,,Grocery Store
2089,OUT017,,Supermarket Type1
2090,OUT049,Medium,Supermarket Type1
2091,OUT013,High,Supermarket Type1
2092,OUT010,,Grocery Store
2093,OUT049,Medium,Supermarket Type1
2094,OUT018,Medium,Supermarket Type2
2095,OUT013,High,Supermarket Type1
2096,OUT018,Medium,Supermarket Type2
2097,OUT017,,Supermarket Type1
2098,OUT045,,Supermarket Type1
2099,OUT027,Medium,Supermarket Type3
2100,OUT017,,Supermarket Type1
2101,OUT046,Small,Supermarket Type1
2102,OUT019,Small,Grocery Store
2103,OUT046,Small,Supermarket Type1
2104,OUT035,Small,Supermarket Type1
2105,OUT013,High,Supermarket Type1
2106,OUT013,High,Supermarket Type1
2107,OUT013,High,Supermarket Type1
2108,OUT018,Medium,Supermarket Type2
2109,OUT027,Medium,Supermarket Type3
2110,OUT017,,Supermarket Type1
2111,OUT049,Medium,Supermarket Type1
2112,OUT045,,Supermarket Type1
2113,OUT035,Small,Supermarket Type1
2114,OUT017,,Supermarket Type1
2115,OUT017,,Supermarket Type1
2116,OUT049,Medium,Supermarket Type1
2117,OUT046,Small,Supermarket Type1
2118,OUT013,High,Supermarket Type1
2119,OUT010,,Grocery Store
2120,OUT018,Medium,Supermarket Type2
2121,OUT046,Small,Supermarket Type1
2122,OUT010,,Grocery Store
2123,OUT018,Medium,Supermarket Type2
2124,OUT010,,Grocery Store
2125,OUT049,Medium,Supermarket Type1
2126,OUT013,High,Supermarket Type1
2127,OUT049,Medium,Supermarket Type1
2128,OUT035,Small,Supermarket Type1
2129,OUT046,Small,Supermarket Type1
2130,OUT035,Small,Supermarket Type1
2131,OUT010,,Grocery Store
2132,OUT027,Medium,Supermarket Type3
2133,OUT049,Medium,Supermarket Type1
2134,OUT049,Medium,Supermarket Type1
2135,OUT018,Medium,Supermarket Type2
2136,OUT017,,Supermarket Type1
2137,OUT045,,Supermarket Type1
2138,OUT013,High,Supermarket Type1
2139,OUT019,Small,Grocery Store
2140,OUT017,,Supermarket Type1
2141,OUT027,Medium,Supermarket Type3
2142,OUT035,Small,Supermarket Type1
2143,OUT017,,Supermarket Type1
2144,OUT013,High,Supermarket Type1
2145,OUT049,Medium,Supermarket Type1
2146,OUT018,Medium,Supermarket Type2
2147,OUT017,,Supermarket Type1
2148,OUT046,Small,Supermarket Type1
2149,OUT018,Medium,Supermarket Type2
2150,OUT049,Medium,Supermarket Type1
2151,OUT018,Medium,Supermarket Type2
2152,OUT045,,Supermarket Type1
2153,OUT019,Small,Grocery Store
2154,OUT045,,Supermarket Type1
2155,OUT046,Small,Supermarket Type1
2156,OUT046,Small,Supermarket Type1
2157,OUT017,,Supermarket Type1
2158,OUT018,Medium,Supermarket Type2
2159,OUT010,,Grocery Store
2160,OUT049,Medium,Supermarket Type1
2161,OUT027,Medium,Supermarket Type3
2162,OUT018,Medium,Supermarket Type2
2163,OUT046,Small,Supermarket Type1
2164,OUT027,Medium,Supermarket Type3
2165,OUT018,Medium,Supermarket Type2
2166,OUT017,,Supermarket Type1
2167,OUT045,,Supermarket Type1
2168,OUT017,,Supermarket Type1
2169,OUT046,Small,Supermarket Type1
2170,OUT010,,Grocery Store
2171,OUT049,Medium,Supermarket Type1
2172,OUT010,,Grocery Store
2173,OUT045,,Supermarket Type1
2174,OUT017,,Supermarket Type1
2175,OUT035,Small,Supermarket Type1
2176,OUT013,High,Supermarket Type1
2177,OUT019,Small,Grocery Store
2178,OUT013,High,Supermarket Type1
2179,OUT013,High,Supermarket Type1
2180,OUT046,Small,Supermarket Type1
2181,OUT035,Small,Supermarket Type1
2182,OUT017,,Supermarket Type1
2183,OUT018,Medium,Supermarket Type2
2184,OUT046,Small,Supermarket Type1
2185,OUT013,High,Supermarket Type1
2186,OUT027,Medium,Supermarket Type3
2187,OUT013,High,Supermarket Type1
2188,OUT018,Medium,Supermarket Type2
2189,OUT017,,Supermarket Type1
2190,OUT018,Medium,Supermarket Type2
2191,OUT013,High,Supermarket Type1
2192,OUT035,Small,Supermarket Type1
2193,OUT045,,Supermarket Type1
2194,OUT046,Small,Supermarket Type1
2195,OUT010,,Grocery Store
2196,OUT018,Medium,Supermarket Type2
